exercise,sets,reps,weight,date,rpe,rir,logged_at
Chin Up,2,8,55.0,2018-03-23,,,2018-03-23T19:00:33
Seated Cable Row (close Grip),2,12,150.0,2018-03-23,,,2018-03-23T19:00:33
T-bar Row,2,10,122.5,2018-03-23,,,2018-03-23T19:00:33
Incline Bench Press (Barbell),3,8,245.0,2018-03-24,,,2018-03-24T15:52:46
Incline Press (Dumbbell),2,12,150.0,2018-03-24,,,2018-03-24T15:52:46
Lateral Raise (Dumbbells),2,15,30.0,2018-03-24,,,2018-03-24T15:52:46
Tricep pushdown,1,12,90.0,2018-03-24,,,2018-03-24T15:52:46
Leg outward fly,1,12,120.0,2018-03-25,,,2018-03-25T19:07:14
Leg press (hinge ),2,10,570.0,2018-03-25,,,2018-03-25T19:07:14
Romanian Deadlift (Barbell),2,8,150.0,2018-03-25,,,2018-03-25T19:07:14
Squat (Barbell),3,5,320.0,2018-03-25,,,2018-03-25T19:07:14
high bar squat,2,9,195.0,2018-03-25,,,2018-03-25T19:07:14
Bent Over Row (Dumbbell),3,12,170.0,2018-03-27,,,2018-03-27T20:18:33
Bicep Curl (Barbell),3,13,60.0,2018-03-27,,,2018-03-27T20:18:33
Chin Up,3,10,25.0,2018-03-27,,,2018-03-27T20:18:33
Deadlift (Barbell),2,4,315.0,2018-03-27,,,2018-03-27T20:18:33
Face pull,1,13,70.0,2018-03-27,,,2018-03-27T20:18:33
Hammer Row - Wide Grip,1,12,220.0,2018-03-27,,,2018-03-27T20:18:33
Hammer lat pulldown,1,12,160.0,2018-03-27,,,2018-03-27T20:18:33
Hammer seated row (CLOSE GRIP),1,12,235.0,2018-03-27,,,2018-03-27T20:18:33
Bench Press (Barbell),2,5,285.0,2018-03-28,,,2018-03-28T19:20:22
Cable Fly,2,12,46.0,2018-03-28,,,2018-03-28T19:20:22
Lateral Raise (Dumbbells),3,15,40.0,2018-03-28,,,2018-03-28T19:20:22
Seated Shoulder  Press (Barbell),2,6,235.0,2018-03-28,,,2018-03-28T19:20:22
Tricep pushdown,2,15,90.0,2018-03-28,,,2018-03-28T19:20:22
Hack Squat,2,10,200.0,2018-03-30,,,2018-03-30T09:32:45
Leg outward fly,2,14,120.0,2018-03-30,,,2018-03-30T09:32:45
Romanian Deadlift (Barbell),1,12,135.0,2018-03-30,,,2018-03-30T09:32:45
Squat (Barbell),2,4,355.0,2018-03-30,,,2018-03-30T09:32:45
high bar squat,2,8,200.0,2018-03-30,,,2018-03-30T09:32:45
Bent Over Row (Dumbbell),3,11,100.0,2018-03-31,,,2018-03-31T09:33:05
Chin Up,2,10,20.0,2018-03-31,,,2018-03-31T09:33:05
Curl Dumbbell,1,12,50.0,2018-03-31,,,2018-03-31T09:33:05
Face pull,2,12,60.0,2018-03-31,,,2018-03-31T09:33:05
Hammer Curl (Dumbbell ),1,12,50.0,2018-03-31,,,2018-03-31T09:33:05
Neutral Chin,2,10,25.0,2018-03-31,,,2018-03-31T09:33:05
Incline Bench Press (Barbell),2,8,245.0,2018-04-02,,,2018-04-02T19:57:43
Weighted dips,2,12,0.0,2018-04-02,,,2018-04-02T19:57:43
close grip Bench,3,8,235.0,2018-04-02,,,2018-04-02T19:57:43
Leg press (hinge ),2,10,540.0,2018-04-04,,,2018-04-04T19:55:42
Squat (Barbell),1,3,365.0,2018-04-04,,,2018-04-04T19:55:42
high bar squat,2,6,225.0,2018-04-04,,,2018-04-04T19:55:42
kettlebell Swings,2,10,61.0,2018-04-04,,,2018-04-04T19:55:42
Chin Up,3,6,75.0,2018-04-05,,,2018-04-05T18:23:43
Curl Dumbbell,3,12,50.0,2018-04-05,,,2018-04-05T18:23:43
Hammer seated row (CLOSE GRIP),3,10,230.0,2018-04-05,,,2018-04-05T18:23:43
T-bar Row,2,10,125.0,2018-04-05,,,2018-04-05T18:23:43
Bench Press (Barbell),3,6,285.0,2018-04-07,,,2018-04-07T15:25:55
Cable Fly,3,12,60.0,2018-04-07,,,2018-04-07T15:25:55
Lateral Raise (Dumbbells),3,12,50.0,2018-04-07,,,2018-04-07T15:25:55
Seated Shoulder  Press (Barbell),3,8,235.0,2018-04-07,,,2018-04-07T15:25:55
Good Morning (Barbell),2,9,100.0,2018-04-08,,,2018-04-08T21:09:07
Leg outward fly,4,13,130.0,2018-04-08,,,2018-04-08T21:09:07
Leg press (hinge ),2,10,580.0,2018-04-08,,,2018-04-08T21:09:07
Squat (Barbell),1,5,350.0,2018-04-08,,,2018-04-08T21:09:07
high bar squat,2,8,230.0,2018-04-08,,,2018-04-08T21:09:07
Bent Over Row (Dumbbell),6,10,105.0,2018-04-09,,,2018-04-09T19:45:00
Bicep Curl (Barbell),6,15,70.0,2018-04-09,,,2018-04-09T19:45:00
Chin Up,8,10,30.0,2018-04-09,,,2018-04-09T19:45:00
Face pull,5,18,80.0,2018-04-09,,,2018-04-09T19:45:00
Hammer High Row - 1 Arm,2,12,70.0,2018-04-09,,,2018-04-09T19:45:00
Hammer seated row (CLOSE GRIP),2,10,240.0,2018-04-09,,,2018-04-09T19:45:00
Incline Bench Press (Barbell),3,8,250.0,2018-04-11,,,2018-04-11T19:13:54
Incline Press (Dumbbell),1,12,180.0,2018-04-11,,,2018-04-11T19:13:54
Low Incline Dumbbell Bench,2,10,180.0,2018-04-11,,,2018-04-11T19:13:54
Leg curl,1,10,125.0,2018-04-12,,,2018-04-12T22:42:10
Leg outward fly,3,14,140.0,2018-04-12,,,2018-04-12T22:42:10
Leg press (hinge ),3,11,580.0,2018-04-12,,,2018-04-12T22:42:10
Squat (Barbell),3,5,370.0,2018-04-12,,,2018-04-12T22:42:10
high bar squat,3,8,235.0,2018-04-12,,,2018-04-12T22:42:10
Bent Over Row (Dumbbell),3,10,220.0,2018-04-13,,,2018-04-13T18:13:39
Chin Up,4,4,80.0,2018-04-13,,,2018-04-13T18:13:39
T-bar Row,2,8,125.0,2018-04-13,,,2018-04-13T18:13:39
Bench Press (Barbell),3,5,290.0,2018-04-15,,,2018-04-15T17:37:42
Lateral Raise (Dumbbells),2,12,50.0,2018-04-15,,,2018-04-15T17:37:42
Seated Shoulder  Press (Barbell),4,6,240.0,2018-04-15,,,2018-04-15T17:37:42
Tricep pushdown,3,12,80.0,2018-04-15,,,2018-04-15T17:37:42
Leg outward fly,3,15,140.0,2018-04-17,,,2018-04-17T20:11:36
Leg press (hinge ),3,10,600.0,2018-04-17,,,2018-04-17T20:11:36
Squat (Barbell),4,5,365.0,2018-04-17,,,2018-04-17T20:11:36
high bar squat,2,8,240.0,2018-04-17,,,2018-04-17T20:11:36
Incline Bench Press (Barbell),4,5,260.0,2018-04-18,,,2018-04-18T19:46:01
Lateral Raise (Dumbbells),3,12,40.0,2018-04-18,,,2018-04-18T19:46:01
Low Incline Dumbbell Bench,2,11,180.0,2018-04-18,,,2018-04-18T19:46:01
Seated Shoulder Press (Dumbbell),1,10,120.0,2018-04-18,,,2018-04-18T19:46:01
Bent Over Row (Dumbbell),3,10,220.0,2018-04-19,,,2018-04-19T19:18:40
Chin Up,4,10,32.5,2018-04-19,,,2018-04-19T19:18:40
Face pull,2,15,90.0,2018-04-19,,,2018-04-19T19:18:40
Hammer High Row - 1 Arm,3,13,75.0,2018-04-19,,,2018-04-19T19:18:40
T-bar Row,3,12,95.0,2018-04-19,,,2018-04-19T19:18:40
Leg outward fly,3,15,140.0,2018-04-21,,,2018-04-21T18:34:47
Leg press (hinge ),3,10,610.0,2018-04-21,,,2018-04-21T18:34:47
Squat (Barbell),1,3,405.0,2018-04-21,,,2018-04-21T18:34:47
high bar squat,4,6,245.0,2018-04-21,,,2018-04-21T18:34:47
Bench Press (Barbell),3,5,295.0,2018-04-22,,,2018-04-22T14:53:47
Lateral Raise (Dumbbells),3,15,40.0,2018-04-22,,,2018-04-22T14:53:47
Seated Shoulder  Press (Barbell),4,6,240.0,2018-04-22,,,2018-04-22T14:53:47
Tricep pushdown,2,15,80.0,2018-04-22,,,2018-04-22T14:53:47
Bent Over Row (Dumbbell),2,11,200.0,2018-04-23,,,2018-04-23T19:27:26
Chin Up,4,6,80.0,2018-04-23,,,2018-04-23T19:27:26
Hammer High Row - 1 Arm,2,13,80.0,2018-04-23,,,2018-04-23T19:27:26
Rear delt fly,2,12,90.0,2018-04-23,,,2018-04-23T19:27:26
T-bar Row,4,12,100.0,2018-04-23,,,2018-04-23T19:27:26
Leg press (hinge ),3,15,270.0,2018-04-25,,,2018-04-25T20:05:29
Squat (Barbell),3,5,365.0,2018-04-25,,,2018-04-25T20:05:29
Incline Bench Press (Barbell),3,5,265.0,2018-04-26,,,2018-04-26T19:49:59
Incline Press (Dumbbell),2,10,190.0,2018-04-26,,,2018-04-26T19:49:59
Lateral Raise (Dumbbells),2,12,50.0,2018-04-26,,,2018-04-26T19:49:59
Low Incline Dumbbell Bench,1,10,190.0,2018-04-26,,,2018-04-26T19:49:59
Tricep pushdown,1,15,80.0,2018-04-26,,,2018-04-26T19:49:59
Chin Up,4,10,35.0,2018-04-27,,,2018-04-27T18:58:27
T-bar Row,3,12,115.0,2018-04-27,,,2018-04-27T18:58:27
Bench Press (Barbell),2,5,300.0,2018-04-30,,,2018-04-30T20:03:47
Lateral Raise (Dumbbells),2,14,50.0,2018-04-30,,,2018-04-30T20:03:47
Seated Shoulder  Press (Barbell),3,6,240.0,2018-04-30,,,2018-04-30T20:03:47
Tricep pushdown,3,15,80.0,2018-04-30,,,2018-04-30T20:03:47
Weighted dips,1,12,0.0,2018-04-30,,,2018-04-30T20:03:47
Bent Over Row (Dumbbell),3,10,210.0,2018-05-01,,,2018-05-01T19:35:12
Chin Up,3,4,85.0,2018-05-01,,,2018-05-01T19:35:12
T-bar Row,2,10,100.0,2018-05-01,,,2018-05-01T19:35:12
Squat (Barbell),3,5,335.0,2018-05-03,,,2018-05-03T19:55:13
high bar squat,3,8,235.0,2018-05-03,,,2018-05-03T19:55:13
Incline Bench Press (Barbell),3,5,270.0,2018-05-04,,,2018-05-04T18:53:04
Incline Press (Dumbbell),1,12,150.0,2018-05-04,,,2018-05-04T18:53:04
Low Incline Dumbbell Bench,2,10,200.0,2018-05-04,,,2018-05-04T18:53:04
Tricep pushdown,3,12,90.0,2018-05-04,,,2018-05-04T18:53:04
Chin Up,4,10,35.0,2018-05-05,,,2018-05-05T18:08:15
Face pull,2,15,90.0,2018-05-05,,,2018-05-05T18:08:15
Hammer High Row - 1 Arm,2,12,90.0,2018-05-05,,,2018-05-05T18:08:15
Neutral Chin,1,8,10.0,2018-05-05,,,2018-05-05T18:08:15
Seated Cable Row (close Grip),4,12,170.0,2018-05-05,,,2018-05-05T18:08:15
Leg curl,3,10,130.0,2018-05-07,,,2018-05-07T20:09:19
Leg press (hinge ),3,10,540.0,2018-05-07,,,2018-05-07T20:09:19
Squat (Barbell),2,5,315.0,2018-05-07,,,2018-05-07T20:09:19
Bench Press (Barbell),3,5,305.0,2018-05-08,,,2018-05-08T19:33:35
Lateral Raise (Dumbbells),3,15,40.0,2018-05-08,,,2018-05-08T19:33:35
Seated Shoulder  Press (Barbell),3,5,245.0,2018-05-08,,,2018-05-08T19:33:35
Tricep pushdown,2,12,130.0,2018-05-08,,,2018-05-08T19:33:35
Chin Up,4,3,90.0,2018-05-09,,,2018-05-09T19:48:56
Face pull,3,15,90.0,2018-05-09,,,2018-05-09T19:48:56
Hammer seated row (CLOSE GRIP),1,12,110.0,2018-05-09,,,2018-05-09T19:48:56
T-bar Row,3,10,115.0,2018-05-09,,,2018-05-09T19:48:56
Leg curl,3,9,135.0,2018-05-11,,,2018-05-11T18:09:00
Leg outward fly,2,14,120.0,2018-05-11,,,2018-05-11T18:09:00
Leg press (hinge ),2,10,550.0,2018-05-11,,,2018-05-11T18:09:00
Squat (Barbell),1,3,405.0,2018-05-11,,,2018-05-11T18:09:00
high bar squat,2,7,235.0,2018-05-11,,,2018-05-11T18:09:00
Incline Bench Press (Barbell),3,5,275.0,2018-05-12,,,2018-05-12T14:13:47
Incline Press (Dumbbell),1,10,140.0,2018-05-12,,,2018-05-12T14:13:47
Lateral Raise (Dumbbells),3,12,50.0,2018-05-12,,,2018-05-12T14:13:47
Low Incline Dumbbell Bench,2,10,200.0,2018-05-12,,,2018-05-12T14:13:47
Tricep pushdown,1,15,110.0,2018-05-12,,,2018-05-12T14:13:47
Bent Over Row (Dumbbell),3,10,190.0,2018-05-13,,,2018-05-13T14:34:31
Chin Up,2,10,37.5,2018-05-13,,,2018-05-13T14:34:31
Face pull,3,15,70.0,2018-05-13,,,2018-05-13T14:34:31
Neutral Chin,2,10,25.0,2018-05-13,,,2018-05-13T14:34:31
Rack Pull 2 Pin,1,5,345.0,2018-05-13,,,2018-05-13T14:34:31
Seated Cable Row (close Grip),2,12,135.0,2018-05-13,,,2018-05-13T14:34:31
Leg curl,3,10,140.0,2018-05-15,,,2018-05-15T19:54:18
Leg press (hinge ),2,10,590.0,2018-05-15,,,2018-05-15T19:54:18
Squat (Barbell),4,5,340.0,2018-05-15,,,2018-05-15T19:54:18
Bench Press (Barbell),3,5,275.0,2018-05-16,,,2018-05-16T08:49:31
Seated Shoulder  Press (Barbell),3,5,245.0,2018-05-16,,,2018-05-16T08:49:31
Tricep pushdown,2,12,130.0,2018-05-16,,,2018-05-16T08:49:31
Chin Up,3,4,90.0,2018-05-17,,,2018-05-17T14:49:43
Hammer High Row - 1 Arm,1,10,200.0,2018-05-17,,,2018-05-17T14:49:43
Hammer Row - Wide Grip,3,10,230.0,2018-05-17,,,2018-05-17T14:49:43
Hammer seated row (CLOSE GRIP),1,10,230.0,2018-05-17,,,2018-05-17T14:49:43
Neutral Chin,2,10,0.0,2018-05-17,,,2018-05-17T14:49:43
Leg curl,2,10,140.0,2018-05-19,,,2018-05-19T14:50:13
Leg outward fly,4,15,130.0,2018-05-19,,,2018-05-19T14:50:13
Leg press (hinge ),3,10,600.0,2018-05-19,,,2018-05-19T14:50:13
Squat (Barbell),2,6,315.0,2018-05-19,,,2018-05-19T14:50:13
Incline Bench Press (Barbell),4,5,275.0,2018-05-20,,,2018-05-20T10:03:19
Incline Press (Dumbbell),2,10,170.0,2018-05-20,,,2018-05-20T10:03:19
Lateral Raise (Dumbbells),3,12,50.0,2018-05-20,,,2018-05-20T10:03:19
Tricep pushdown,1,10,130.0,2018-05-20,,,2018-05-20T10:03:19
Bent Over Row (Dumbbell),3,10,220.0,2018-05-21,,,2018-05-21T18:57:18
Chin Up,4,10,40.0,2018-05-21,,,2018-05-21T18:57:18
Face pull,5,12,70.0,2018-05-21,,,2018-05-21T18:57:18
Lat Pulldown,2,12,110.0,2018-05-21,,,2018-05-21T18:57:18
T-bar Row,2,11,117.5,2018-05-21,,,2018-05-21T18:57:18
Squat (Barbell),3,5,345.0,2018-05-23,,,2018-05-23T19:57:24
Bench Press (Barbell),3,6,285.0,2018-05-24,,,2018-05-24T18:00:30
Seated Shoulder  Press (Barbell),2,8,230.0,2018-05-24,,,2018-05-24T18:00:30
Weighted dips,2,10,0.0,2018-05-24,,,2018-05-24T18:00:30
Chin Up,4,8,60.0,2018-05-26,,,2018-05-26T17:40:31
Face pull,2,15,90.0,2018-05-26,,,2018-05-26T17:40:31
Lat Pulldown,1,8,175.0,2018-05-26,,,2018-05-26T17:40:31
T-bar Row,3,9,120.0,2018-05-26,,,2018-05-26T17:40:31
Deadlift - Trap Bar,2,6,275.0,2018-05-27,,,2018-05-27T14:22:21
Romanian Deadlift (Barbell),1,8,155.0,2018-05-27,,,2018-05-27T14:22:21
Squat (Barbell),3,5,350.0,2018-05-27,,,2018-05-27T14:22:21
Incline Bench Press (Barbell),3,5,275.0,2018-05-28,,,2018-05-28T12:04:29
Incline Press (Dumbbell),2,10,180.0,2018-05-28,,,2018-05-28T12:04:29
Lateral Raise (Dumbbells),3,12,50.0,2018-05-28,,,2018-05-28T12:04:29
Bent Over Row (Dumbbell),2,8,220.0,2018-05-30,,,2018-05-30T20:20:21
Chin Up,6,12,0.0,2018-05-30,,,2018-05-30T20:20:21
Face pull,2,12,80.0,2018-05-30,,,2018-05-30T20:20:21
Hammer seated row (CLOSE GRIP),3,12,190.0,2018-05-30,,,2018-05-30T20:20:21
Romanian Deadlift (Barbell),2,6,165.0,2018-05-31,,,2018-05-31T19:56:01
Squat (Barbell),3,5,355.0,2018-05-31,,,2018-05-31T19:56:01
Bench Press (Barbell),3,6,290.0,2018-06-01,,,2018-06-01T15:35:08
Lateral Raise (Dumbbells),1,16,50.0,2018-06-01,,,2018-06-01T15:35:08
Seated Shoulder  Press (Barbell),3,5,245.0,2018-06-01,,,2018-06-01T15:35:08
Chin Up,5,8,62.5,2018-06-03,,,2018-06-03T11:48:55
Face pull,4,14,80.0,2018-06-03,,,2018-06-03T11:48:55
T-bar Row,3,8,125.0,2018-06-03,,,2018-06-03T11:48:55
Leg press (hinge ),2,9,630.0,2018-06-05,,,2018-06-05T20:43:01
Romanian Deadlift (Barbell),2,6,185.0,2018-06-05,,,2018-06-05T20:43:01
Squat (Barbell),3,5,365.0,2018-06-05,,,2018-06-05T20:43:01
Incline Bench Press (Barbell),2,4,280.0,2018-06-06,,,2018-06-06T19:03:23
Incline Press (Dumbbell),2,8,200.0,2018-06-06,,,2018-06-06T19:03:23
Lateral Raise (Dumbbells),3,12,50.0,2018-06-06,,,2018-06-06T19:03:23
Bent Over Row (Dumbbell),3,10,200.0,2018-06-07,,,2018-06-07T19:33:02
Chin Up,3,10,25.0,2018-06-07,,,2018-06-07T19:33:02
Hammer High Row - 1 Arm,1,10,185.0,2018-06-07,,,2018-06-07T19:33:02
Hammer seated row (CLOSE GRIP),2,10,200.0,2018-06-07,,,2018-06-07T19:33:02
Hack Squat,2,9,230.0,2018-06-09,,,2018-06-09T12:35:35
Romanian Deadlift (Barbell),2,6,135.0,2018-06-09,,,2018-06-09T12:35:35
Squat (Barbell),2,3,385.0,2018-06-09,,,2018-06-09T12:35:35
Bench Press (Barbell),2,6,295.0,2018-06-10,,,2018-06-10T13:03:34
Lateral Raise (Dumbbells),2,14,50.0,2018-06-10,,,2018-06-10T13:03:34
Seated Shoulder  Press (Barbell),3,8,235.0,2018-06-10,,,2018-06-10T13:03:34
Chin Up,2,7,65.0,2018-06-11,,,2018-06-11T18:39:36
Seated Cable Row (close Grip),3,12,130.0,2018-06-11,,,2018-06-11T18:39:36
T-bar Row,2,8,115.0,2018-06-11,,,2018-06-11T18:39:36
Hack Squat,1,10,280.0,2018-06-13,,,2018-06-13T19:02:33
Leg outward fly,3,12,130.0,2018-06-13,,,2018-06-13T19:02:33
Romanian Deadlift (Barbell),2,7,195.0,2018-06-13,,,2018-06-13T19:02:33
Squat (Barbell),3,5,370.0,2018-06-13,,,2018-06-13T19:02:33
Incline Bench Press (Barbell),4,8,245.0,2018-06-14,,,2018-06-14T19:58:39
Lateral Raise (Dumbbells),3,16,40.0,2018-06-14,,,2018-06-14T19:58:39
Weighted dips,2,8,115.0,2018-06-14,,,2018-06-14T19:58:39
Face pull,3,12,70.0,2018-06-15,,,2018-06-15T20:34:44
Hammer lat pulldown,2,10,205.0,2018-06-15,,,2018-06-15T20:34:44
Hammer seated row (CLOSE GRIP),3,10,210.0,2018-06-15,,,2018-06-15T20:34:44
Neutral Chin,4,10,26.5,2018-06-15,,,2018-06-15T20:34:44
T-bar Row,3,8,130.0,2018-06-15,,,2018-06-15T20:34:44
Squat (Barbell),2,3,385.0,2018-06-17,,,2018-06-17T16:08:39
Incline Bench Press (Barbell),2,6,255.0,2018-06-20,,,2018-06-20T19:19:34
Weighted dips,2,8,120.0,2018-06-20,,,2018-06-20T19:19:34
Chin Up,3,8,65.0,2018-06-22,,,2018-06-22T17:32:35
Face pull,3,10,90.0,2018-06-22,,,2018-06-22T17:32:35
Lat Pulldown,2,8,140.0,2018-06-22,,,2018-06-22T17:32:35
T-bar Row,3,12,100.0,2018-06-22,,,2018-06-22T17:32:35
Squat (Barbell),3,6,315.0,2018-06-23,,,2018-06-23T20:45:42
Bench Press (Barbell),2,8,270.0,2018-06-24,,,2018-06-24T18:24:02
Lateral Raise (Dumbbells),3,15,50.0,2018-06-24,,,2018-06-24T18:24:02
Seated Shoulder  Press (Barbell),4,6,240.0,2018-06-24,,,2018-06-24T18:24:02
Romanian Deadlift (Barbell),2,6,195.0,2018-06-26,,,2018-06-26T21:24:09
Squat (Barbell),3,6,285.0,2018-06-26,,,2018-06-26T21:24:09
Chin Up,3,8,67.5,2018-06-28,,,2018-06-28T19:51:45
Face pull,3,15,80.0,2018-06-28,,,2018-06-28T19:51:45
T-bar Row,3,8,137.5,2018-06-28,,,2018-06-28T19:51:45
Incline Bench Press (Barbell),2,8,250.0,2018-06-29,,,2018-06-29T18:57:11
Incline Press (Dumbbell),3,10,160.0,2018-06-29,,,2018-06-29T18:57:11
Lateral Raise (Dumbbells),3,12,50.0,2018-06-29,,,2018-06-29T18:57:11
Weighted dips,3,10,22.0,2018-06-29,,,2018-06-29T18:57:11
Romanian Deadlift (Barbell),3,10,215.0,2018-06-30,,,2018-06-30T15:32:38
Squat (Barbell),2,6,365.0,2018-06-30,,,2018-06-30T15:32:38
Chin Up,3,6,70.0,2018-07-02,,,2018-07-02T17:20:15
Hammer Curl (Dumbbell ),2,15,50.0,2018-07-02,,,2018-07-02T17:20:15
Hammer Row - Wide Grip,2,15,190.0,2018-07-02,,,2018-07-02T17:20:15
Hammer seated row (CLOSE GRIP),3,8,230.0,2018-07-02,,,2018-07-02T17:20:15
Bench Press (Barbell),2,6,275.0,2018-07-03,,,2018-07-03T18:15:15
Seated Shoulder  Press (Barbell),2,8,235.0,2018-07-03,,,2018-07-03T18:15:15
Leg press (hinge ),3,10,450.0,2018-07-04,,,2018-07-04T17:00:43
Romanian Deadlift (Barbell),2,8,205.0,2018-07-04,,,2018-07-04T17:00:43
Squat (Barbell),2,7,325.0,2018-07-04,,,2018-07-04T17:00:43
Chin Up,2,8,70.0,2018-07-06,,,2018-07-06T17:34:29
Hammer Curl (Dumbbell ),2,10,60.0,2018-07-06,,,2018-07-06T17:34:29
Hammer Row - Wide Grip,3,15,205.0,2018-07-06,,,2018-07-06T17:34:29
T-bar Row,2,8,135.0,2018-07-06,,,2018-07-06T17:34:29
Incline Bench Press (Barbell),4,8,250.0,2018-07-07,,,2018-07-07T16:35:28
Incline Press (Dumbbell),2,10,180.0,2018-07-07,,,2018-07-07T16:35:28
Lateral Raise (Dumbbells),2,12,60.0,2018-07-07,,,2018-07-07T16:35:28
Overhead Press (Dumbbell),2,10,100.0,2018-07-07,,,2018-07-07T16:35:28
Hack Squat,2,8,270.0,2018-07-08,,,2018-07-08T08:16:18
Romanian Deadlift (Barbell),2,8,215.0,2018-07-08,,,2018-07-08T08:16:18
Squat (Barbell),3,6,375.0,2018-07-08,,,2018-07-08T08:16:18
Bicep Curl (Barbell),3,13,70.0,2018-07-10,,,2018-07-10T06:43:29
Hammer seated row (CLOSE GRIP),2,11,210.0,2018-07-10,,,2018-07-10T06:43:29
Neutral Chin,4,10,30.0,2018-07-10,,,2018-07-10T06:43:29
T-bar Row,2,8,140.0,2018-07-10,,,2018-07-10T06:43:29
Bench Press (Barbell),3,9,245.0,2018-07-11,,,2018-07-11T07:00:24
Lateral Raise (Dumbbells),2,13,50.0,2018-07-11,,,2018-07-11T07:00:24
Seated Shoulder  Press (Barbell),2,9,220.0,2018-07-11,,,2018-07-11T07:00:24
Romanian Deadlift (Barbell),3,5,225.0,2018-07-14,,,2018-07-14T15:01:35
Squat (Barbell),4,5,380.0,2018-07-14,,,2018-07-14T15:01:35
Chin Up,5,10,50.0,2018-07-14,,,2018-07-14T15:41:08
Bench Press (Barbell),1,6,245.0,2018-07-15,,,2018-07-15T12:54:41
Incline Bench Press (Barbell),2,8,245.0,2018-07-15,,,2018-07-15T12:54:41
Incline Press (Dumbbell),1,8,200.0,2018-07-15,,,2018-07-15T12:54:41
Chin Up,3,10,0.0,2018-07-17,,,2018-07-17T19:42:11
Hammer Row - Wide Grip,2,11,230.0,2018-07-17,,,2018-07-17T19:42:11
Hammer seated row (CLOSE GRIP),2,10,230.0,2018-07-17,,,2018-07-17T19:42:11
Neutral Chin,4,8,62.0,2018-07-17,,,2018-07-17T19:42:11
Seated Cable Row (close Grip),2,12,150.0,2018-07-17,,,2018-07-17T19:42:11
Leg press (hinge ),3,12,500.0,2018-07-18,,,2018-07-18T20:03:34
Romanian Deadlift (Barbell),3,6,235.0,2018-07-18,,,2018-07-18T20:03:34
Squat (Barbell),4,7,330.0,2018-07-18,,,2018-07-18T20:03:34
Bench Press (Barbell),3,7,275.0,2018-07-19,,,2018-07-19T07:14:12
Bicep Curl (Barbell),2,8,95.0,2018-07-21,,,2018-07-21T08:11:10
Chin Up,5,12,0.0,2018-07-21,,,2018-07-21T08:11:10
Hammer High Row - 1 Arm,1,10,185.0,2018-07-21,,,2018-07-21T08:11:10
Hammer Row - Wide Grip,5,12,190.0,2018-07-21,,,2018-07-21T08:11:10
Leg press (hinge ),1,10,470.0,2018-07-22,,,2018-07-22T08:27:15
Romanian Deadlift (Barbell),2,7,205.0,2018-07-22,,,2018-07-22T08:27:15
Squat (Barbell),3,5,335.0,2018-07-22,,,2018-07-22T08:27:15
Incline Bench Press (Barbell),3,5,265.0,2018-07-23,,,2018-07-23T07:03:14
Incline Press (Dumbbell),2,11,180.0,2018-07-23,,,2018-07-23T07:03:14
Weighted dips,2,8,0.0,2018-07-23,,,2018-07-23T07:03:14
Bicep Curl (Barbell),1,12,70.0,2018-07-25,,,2018-07-25T07:39:28
Chin Up,3,6,75.0,2018-07-25,,,2018-07-25T07:39:28
Neutral Chin,2,10,13.0,2018-07-25,,,2018-07-25T07:39:28
Seated Cable Row (close Grip),4,11,130.0,2018-07-25,,,2018-07-25T07:39:28
T-bar Row,1,9,115.0,2018-07-25,,,2018-07-25T07:39:28
Leg press (hinge ),2,10,590.0,2018-07-26,,,2018-07-26T07:13:40
Romanian Deadlift (Barbell),2,7,235.0,2018-07-26,,,2018-07-26T07:13:40
Squat (Barbell),3,5,385.0,2018-07-26,,,2018-07-26T07:13:40
Bench Press (Barbell),4,6,290.0,2018-07-27,,,2018-07-27T07:37:04
Seated Shoulder Press (Dumbbell),4,10,170.0,2018-07-27,,,2018-07-27T07:37:04
Weighted dips,1,12,0.0,2018-07-27,,,2018-07-27T07:37:04
Bicep Curl (Barbell),1,10,80.0,2018-07-29,,,2018-07-29T09:06:38
Chin Up,3,10,25.0,2018-07-29,,,2018-07-29T09:06:38
Face pull,3,15,80.0,2018-07-29,,,2018-07-29T09:06:38
Hammer Row - Wide Grip,3,10,235.0,2018-07-29,,,2018-07-29T09:06:38
Hammer seated row (CLOSE GRIP),1,10,240.0,2018-07-29,,,2018-07-29T09:06:38
Neutral Chin,3,9,45.0,2018-07-29,,,2018-07-29T09:06:38
Romanian Deadlift (Barbell),2,6,235.0,2018-07-30,,,2018-07-30T06:34:37
Squat (Barbell),3,5,340.0,2018-07-30,,,2018-07-30T06:34:37
Incline Bench Press (Barbell),2,8,250.0,2018-07-31,,,2018-07-31T19:23:16
Incline Press (Dumbbell),1,8,200.0,2018-07-31,,,2018-07-31T19:23:16
Bicep Curl (Barbell),1,10,90.0,2018-08-02,,,2018-08-02T22:26:58
Chin Up,4,8,70.0,2018-08-02,,,2018-08-02T22:26:58
Hammer Row - Wide Grip,3,10,250.0,2018-08-02,,,2018-08-02T22:26:58
Hammer seated row (CLOSE GRIP),3,10,250.0,2018-08-02,,,2018-08-02T22:26:58
Leg press (hinge ),2,10,590.0,2018-08-03,,,2018-08-03T19:18:56
Romanian Deadlift (Barbell),3,8,235.0,2018-08-03,,,2018-08-03T19:18:56
Squat (Barbell),2,5,390.0,2018-08-03,,,2018-08-03T19:18:56
